Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Genco Thermal,Genco Hydel,Genco Total,CGS and Purchases,IPPS (GAS),NCEs & Others,AP Share of TGISTS,Grand Total,Reversible Pump Consumption,Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
20-Dec-12,276.937,222.7,-54.237,93.629,4.302,97.931,103.806,12.205,8.758,0,222.7,0,12216,-2250
21-Dec-12,277.636,226.357,-51.279,92.428,5.831,98.259,102.295,17.186,8.617,0,226.357,0,11964,-2125
22-Dec-12,273.389,221.116,-52.273,91.43,7.116,98.546,96.495,16.893,9.182,0,221.116,0,12561,-2300
23-Dec-12,268.634,221.569,-47.065,91.043,7.082,98.125,96.721,17.503,9.22,0,221.569,0,11931,-2100
24-Dec-12,277.768,224.858,-52.91,95.408,6.984,102.392,96.296,17.155,9.015,0,224.858,0,11952,-2000
25-Dec-12,278.88,230.013,-48.867,97.064,5.971,103.035,102.17,15.427,9.381,0,230.013,0,12115,-2000
26-Dec-12,275.193,228.79,-46.403,97.613,4.275,101.888,105.16,13.4,8.342,0,228.79,0,12575,-2500
27-Dec-12,277.375,231.249,-46.126,98.707,4.607,103.314,103.082,16.303,8.55,0,231.249,0,12315,-2000
28-Dec-12,279.058,228.3,-50.758,97.943,4.782,102.725,101.321,15.81,8.444,0,228.3,0,12115,-2000
29-Dec-12,266.802,227.926,-38.876,93.602,4.876,98.478,101.872,17.88,9.696,0,227.926,0,12551,-2142
30-Dec-12,264.601,228.67,-35.931,91.754,6.733,98.487,100.373,20.407,9.403,0,228.67,0,12251,-1700
31-Dec-12,276.377,228.93,-47.447,96.793,6.89,103.683,100.703,14.909,9.635,0,228.93,0,12355,-2100
01-Jan-13,280.443,227.598,-52.845,98.775,6.588,105.363,99.279,13.363,9.593,0,227.598,0,12438,-2500
02-Jan-13,283.278,223.783,-59.495,96.692,7.005,103.697,97.952,13.414,8.72,0,223.783,0,12355,-2750
03-Jan-13,290.606,223.325,-67.281,96.916,7.192,104.108,97.285,13.222,8.71,0,223.325,0,12919,-2800
04-Jan-13,294.943,229.993,-64.95,98.04,8.506,106.546,99.701,13.827,9.919,0,229.993,0,12915,-3000
05-Jan-13,289.781,225.966,-63.815,87.055,13.19,100.245,102.274,13.008,10.439,0,225.966,0,12913,-2600
06-Jan-13,283.396,221.203,-62.193,84.847,16.573,101.42,97.322,12.33,10.131,0,221.203,0,12589,-2600
07-Jan-13,299.253,228.471,-70.782,90.595,12.229,102.824,102.563,13.876,9.208,0,228.471,0,13407,-3000
08-Jan-13,298.281,231.154,-67.127,92.403,13.202,105.605,99.661,17.333,8.555,0,231.154,0,12852,-2900
09-Jan-13,300.285,234.788,-65.497,101.385,9.011,110.396,91.545,23.147,9.7,0,234.788,0,12971,-2750
10-Jan-13,289.664,239.839,-49.825,98.653,5.318,103.971,100.002,26.391,9.475,0,239.839,0,12953,-2450
11-Jan-13,283.997,238.626,-45.371,93.057,6.609,99.666,103.293,26.983,8.684,0,238.626,0,12868,-2000
12-Jan-13,280.996,241.307,-39.689,95.117,6.619,101.736,105.209,25.923,8.439,0,241.307,0,13236,-2000
13-Jan-13,270.524,232.902,-37.622,98.432,6.984,105.416,103.175,15.421,8.89,0,232.902,0,12316,-1570
14-Jan-13,269.287,228.127,-41.16,97.207,7.659,104.866,102.3,12.088,8.873,0,228.127,0,12195,-1800
15-Jan-13,265.434,225.119,-40.315,89.091,10.242,99.333,104.103,13.136,8.547,0,225.119,0,12203,-1800
16-Jan-13,283.552,227.526,-56.026,92.236,7.825,100.061,106.54,12.17,8.755,0,227.526,0,12363,-2400
17-Jan-13,295.738,230.829,-64.909,94.92,7.762,102.682,107.079,12.441,8.627,0,230.829,0,12956,-2900
18-Jan-13,294.733,235.637,-59.096,103.82,8.17,111.99,102.35,12.834,8.463,0,235.637,0,12967,-2600
19-Jan-13,293.653,238.287,-55.366,103.892,8.372,112.264,104.69,12.428,8.905,0,238.287,0,12648,-2500
20-Jan-13,280.116,237.445,-42.671,101.98,7.792,109.772,101.28,16.387,10.006,0,237.445,0,12401,-2000
21-Jan-13,293.638,238.115,-55.523,102.2,9.282,111.482,100.075,15.932,10.626,0,238.115,0,12591,-2300
22-Jan-13,289.682,240.8,-48.882,101.2,8.62,109.82,101.22,21.063,8.697,0,240.8,0,12504,-2000
23-Jan-13,299.951,242.177,-57.774,103.025,9.901,112.926,102.003,18.544,8.704,0,242.177,0,13187,-2500
24-Jan-13,302.7,243.423,-59.277,105.749,10.686,116.435,105.506,12.259,9.223,0,243.423,0,13094,-2500
25-Jan-13,300.807,242.905,-57.902,102.741,11.43,114.171,104.566,15.477,8.691,0,242.905,0,12915,-2200
26-Jan-13,285.064,239.945,-45.119,101.644,9.095,110.739,103.382,16.485,9.339,0,239.945,0,12784,-2200
27-Jan-13,277.674,238.623,-39.051,101.65,9.868,111.518,104.48,13.356,9.269,0,238.623,0,12292,-1500
28-Jan-13,290.087,243.229,-46.858,101.44,8.886,110.326,107.63,14.363,10.91,0,243.229,0,12843,-2000
29-Jan-13,284.68,237.2,-47.48,100.55,6.552,107.102,104.55,16.502,9.046,0,237.2,0,12923,-2000
30-Jan-13,290.921,235.235,-55.686,95.501,13.049,108.55,101.16,16.438,9.087,0,235.235,0,13154,-2300
31-Jan-13,294.138,236.542,-57.596,94.633,12.169,106.802,102.55,17.51,9.68,0,236.542,0,13126,-2500
01-Feb-13,294.505,234.634,-59.871,107.321,10.779,118.1,93.592,14.623,8.319,0,234.634,0,13194,-2600
02-Feb-13,292.64,238.867,-53.773,107.567,11.247,118.814,92.213,18.208,9.632,0,238.867,0,12898,-2500
03-Feb-13,285.813,232.45,-53.363,105.862,9.859,115.721,91.606,16.131,8.992,0,232.45,0,12875,-2500
04-Feb-13,296.051,235.815,-60.236,106.37,11.963,118.333,96.273,12.226,8.983,0,235.815,0,12495,-2000
05-Feb-13,299.169,232.029,-67.14,98.921,14.967,113.888,98.83,10.249,9.062,0,232.029,0,12633,-2500
06-Feb-13,305.237,234.232,-71.005,101.524,13.739,115.263,98.226,10.799,9.944,0,234.232,0,13000,-2635
07-Feb-13,310.678,238.742,-71.936,103.198,11.927,115.125,102.449,12.388,8.78,0,238.742,0,13509,-2500
08-Feb-13,295.756,241.974,-53.782,106.465,10.3,116.765,99.795,16.656,8.758,0,241.974,0,13211,-2300
09-Feb-13,286.025,245.976,-40.049,102.881,11.245,114.126,101.238,19.267,11.345,0,245.976,0,13148,-2000
10-Feb-13,278.706,242.125,-36.581,104.49,11.038,115.528,100.382,15.373,10.842,0,242.125,0,12893,-1750
11-Feb-13,292.489,239.905,-52.584,106.892,11.809,118.701,99.043,12.276,9.885,0,239.905,0,12872,-2400
12-Feb-13,302.944,244.851,-58.093,107.979,12.489,120.468,101.499,13.139,9.745,0,244.851,0,12800,-2000
13-Feb-13,302.945,246.107,-56.838,108.224,12.138,120.362,103.331,12.642,9.772,0,246.107,0,13836,-3000
14-Feb-13,302.913,246.89,-56.023,107.459,9.951,117.41,107.031,12.829,9.62,0,246.89,0,13154,-2335
15-Feb-13,299.793,242.985,-56.808,102.808,8.541,111.349,110.083,11.71,9.843,0,242.985,0,12961,-2400
16-Feb-13,260.956,225.083,-35.873,93.353,6.177,99.53,103.738,13.113,8.702,0,225.083,0,12220,-1800
17-Feb-13,235.004,207.175,-27.829,84.862,6.632,91.494,94.478,12.629,8.574,0,207.175,0,10962,-1500
18-Feb-13,253.994,221.197,-32.797,91.162,5.75,96.912,102.872,12.01,9.403,0,221.197,0,11585,-1500
19-Feb-13,261.91,226.712,-35.198,94.147,7.896,102.043,99.065,16.408,9.196,0,226.712,0,11685,-1600
20-Feb-13,264.738,226.914,-37.824,95.157,7.1,102.257,99.527,17.098,8.032,0,226.914,0,12024,-1600
21-Feb-13,272.977,233.46,-39.517,101.721,8.27,109.991,97.229,17.607,8.633,0,233.46,0,12081,-2000
22-Feb-13,283.93,237.467,-46.463,104.009,8.664,112.673,98.948,16.217,9.629,0,237.467,0,12469,-2000
23-Feb-13,279.19,238.597,-40.593,104.901,8.386,113.287,103.082,12.77,9.458,0,238.597,0,12686,-1690
24-Feb-13,277.396,238.499,-38.897,101.102,8.465,109.567,106.802,13.266,8.864,0,238.499,0,12162,-1800
25-Feb-13,292.801,238.334,-54.467,105.223,8.912,114.135,102.401,12.641,9.157,0,238.334,0,12643,-2400
26-Feb-13,297.631,236.435,-61.196,103.938,8.463,112.401,101.81,13.253,8.971,0,236.435,0,12808,-2750
27-Feb-13,306.106,237.572,-68.534,104.465,8.034,112.499,104.036,11.846,9.191,0,237.572,0,13608,-3250
28-Feb-13,311.767,235.637,-76.13,99.166,8.811,107.977,103.851,13.988,9.821,0,235.637,0,13508,-3000
01-Mar-13,309.741,233.856,-75.885,99.973,11.522,111.495,100.278,12.801,9.282,0,233.856,0,13790,-3500
02-Mar-13,304.091,235.553,-68.538,99.535,11.073,110.608,99.027,16.992,8.926,0,235.553,0,13434,-3000
03-Mar-13,296.68,239.936,-56.744,103.431,9.739,113.17,99.606,16.559,10.601,0,239.936,0,12740,-2400
04-Mar-13,298.518,244.274,-54.244,100.053,10.048,110.101,104.123,18.124,11.926,0,244.274,0,13432,-2400
05-Mar-13,302.5,247.091,-55.409,106.244,8.883,115.127,101.759,17.763,12.442,0,247.091,0,13205,-2400
06-Mar-13,309.808,242.879,-66.929,104.775,11.849,116.624,101.161,14.374,10.72,0,242.879,0,13590,-3000
07-Mar-13,305.449,243.885,-61.564,105.773,13.473,119.246,98.153,16.373,10.113,0,243.885,0,13431,-2750
08-Mar-13,306.7,244.879,-61.821,105.801,14.004,119.805,98.272,16.918,9.884,0,244.879,0,13252,-2500
09-Mar-13,309.408,245.726,-63.682,101.587,14.078,115.665,102.88,17.393,9.788,0,245.726,0,13703,-3000
10-Mar-13,301.807,243.211,-58.596,100.912,13.874,114.786,101.906,14.902,11.617,0,243.211,0,13482,-2800
11-Mar-13,309.072,243.893,-65.179,103.681,14.108,117.789,101.715,12.831,11.558,0,243.893,0,13583,-2800
12-Mar-13,303,247.572,-55.428,106.724,12.584,119.308,103.399,15.492,9.373,0,247.572,0,13459,-2400
13-Mar-13,312.844,247.73,-65.114,105.288,14.178,119.466,103.207,14.141,10.916,0,247.73,0,13690,-2800
14-Mar-13,312.482,247.506,-64.976,104.975,13.489,118.464,102.726,16.016,10.3,0,247.506,0,14147,-3000
15-Mar-13,310.617,249.002,-61.615,108.69,12.121,120.811,100.301,17.944,9.946,0,249.002,0,13730,-2750
16-Mar-13,306.298,252.755,-53.543,108.44,11.521,119.961,104.159,17.514,11.121,0,252.755,0,13204,-2000
17-Mar-13,299.963,246.93,-53.033,107.22,11.028,118.248,99.793,16.877,12.012,0,246.93,0,13779,-2700
18-Mar-13,310.333,249.813,-60.52,105.518,12.152,117.67,99.028,20.944,12.171,0,249.813,0,14297,-3000
19-Mar-13,314.247,249.219,-65.028,104.188,11.596,115.784,100.095,21.22,12.12,0,249.219,0,13953,-2710
20-Mar-13,313.174,250.228,-62.946,103.033,11.499,114.532,100.281,22.444,12.971,0,250.228,0,13780,-2600
21-Mar-13,317.364,252.365,-64.999,102.949,11.125,114.074,103.308,20.694,14.289,0,252.365,0,14258,-2800
22-Mar-13,308.042,259.59,-48.452,107.541,10.186,117.727,108.308,21.094,12.461,0,259.59,0,13830,-2200
23-Mar-13,306.984,254.658,-52.326,107.194,12.844,120.038,104.089,17.469,13.062,0,254.658,0,13840,-2400
24-Mar-13,300.95,247.96,-52.99,96.032,15.807,111.839,105.906,18.379,11.836,0,247.96,0,13065,-2000
25-Mar-13,313.087,251.671,-61.416,94.365,18.746,113.111,107.562,20.67,10.328,0,251.671,0,14234,-3000
26-Mar-13,318.828,259.747,-59.081,102.782,14.776,117.558,106.39,22.014,13.785,0,259.747,0,13992,-2500
27-Mar-13,304.362,255.771,-48.591,107.286,8.309,115.595,105.097,20.865,14.214,0,255.771,0,13399,-2000
28-Mar-13,312.547,257.347,-55.2,107.722,12.314,120.036,106.452,17.149,13.71,0,257.347,0,13793,-2400
29-Mar-13,318.531,254.169,-64.362,106.476,15.365,121.841,100.045,18.193,14.09,0,254.169,0,14019,-2800
30-Mar-13,320.284,257.407,-62.877,109.729,16.086,125.815,99.817,17.458,14.317,0,257.407,0,14116,-2700
31-Mar-13,312.914,253.671,-59.243,108.78,12.186,120.966,100.107,17.367,15.231,0,253.671,0,13805,-2750
01-Apr-13,307.665,247.871,-59.794,107.933,14.49,122.423,84.942,16.198,24.308,0,247.871,0,12945,-2000
02-Apr-13,293.242,248.305,-44.937,107.024,8.555,115.579,101.673,18.254,12.799,0,248.305,0,12895,-2000
03-Apr-13,295.132,248.899,-46.233,107.422,12.732,120.154,98.925,17.229,12.591,0,248.899,0,12909,-2000
04-Apr-13,307.147,253.784,-53.363,108.383,13.582,121.965,99.401,19.549,12.869,0,253.784,0,13055,-2000
05-Apr-13,301.393,246.056,-55.337,95.138,21.639,116.777,100.178,16.306,12.795,0,246.056,0,13169,-2400
06-Apr-13,302.33,248.875,-53.455,97.804,21.562,119.366,93.115,23.306,13.088,0,248.875,0,13328,-2400
07-Apr-13,303.835,246.578,-57.257,103.653,16.644,120.297,94.141,19.094,13.046,0,246.578,0,13533,-2500
08-Apr-13,308.829,250.522,-58.307,102.085,16.86,118.945,94.814,23.422,13.341,0,250.522,0,13591,-2500
09-Apr-13,308.733,248.91,-59.823,101.384,15.293,116.677,96.478,22.407,13.348,0,248.91,0,13459,-2500
10-Apr-13,310.668,244.979,-65.689,99.944,17.459,117.403,97.517,19.654,10.405,0,244.979,0,13711,-3000
11-Apr-13,309.195,245.981,-63.214,98.976,16.735,115.711,98.377,20.441,11.452,0,245.981,0,13430,-2600
12-Apr-13,304.594,248.741,-55.853,98.73,14.92,113.65,99.544,22.511,13.036,0,248.741,0,13367,-2330
13-Apr-13,295.217,249.735,-45.482,101.966,13.566,115.532,102.453,18.604,13.146,0,249.735,0,13092,-2000
14-Apr-13,287.956,248.941,-39.015,101.548,11.357,112.905,101.459,21.423,13.154,0,248.941,0,13210,-1800
15-Apr-13,299.11,249.212,-49.898,101.805,14.68,116.485,104.572,15.129,13.026,0,249.212,0,13229,-2100
16-Apr-13,297.416,249.555,-47.861,97.295,14.248,111.543,89.002,20.727,28.283,0,249.555,0,13411,-2300
17-Apr-13,303.427,241.073,-62.354,88.26,19.177,107.437,100.724,19.169,13.743,0,241.073,0,13053,-2600
18-Apr-13,309.298,245.004,-64.294,92.869,19.144,112.013,101.799,18.09,13.102,0,245.004,0,13245,-2700
19-Apr-13,304.41,247.16,-57.25,98.461,16.883,115.344,98.432,23.515,9.869,0,247.16,0,13492,-2500
20-Apr-13,273.368,237.938,-35.43,93.182,10.78,103.962,99.169,24.614,10.193,0,237.938,0,12175,-1500
21-Apr-13,262.081,231.625,-30.456,94.974,10.863,105.837,94.139,20.126,11.523,0,231.625,0,12119,-1500
22-Apr-13,268.187,234.62,-33.567,99.555,6.522,106.077,97.748,19.53,11.265,0,234.62,0,11932,-1500
23-Apr-13,269.174,234.982,-34.192,94.501,7.805,102.306,99.029,20.015,13.632,0,234.982,0,12284,-1750
24-Apr-13,277.684,232.308,-45.376,84.612,13.773,98.385,99.768,20.092,14.063,0,232.308,0,12395,-2000
25-Apr-13,282.463,238.518,-43.945,95.299,8.863,104.162,101.802,19.823,12.731,0,238.518,0,12517,-2000
26-Apr-13,276.273,238.11,-38.163,97.496,9.195,106.691,98.408,20.237,12.774,0,238.11,0,12445,-1600
27-Apr-13,279.228,242.471,-36.757,103.7,9.399,113.099,96.516,20.359,12.497,0,242.471,0,12470,-1600
28-Apr-13,272.512,240.501,-32.011,102.294,8.342,110.636,97.258,19.919,12.688,0,240.501,0,12141,-1500
29-Apr-13,285.689,242.852,-42.837,103.802,9.153,112.955,96.099,20.226,13.572,0,242.852,0,12676,-1900
30-Apr-13,286.819,245.931,-40.888,105.013,9.111,114.124,99.591,19.822,12.394,0,245.931,0,12542,-1800
01-May-13,276.469,239.578,-36.891,105.31,7.898,113.208,99.194,14.301,12.875,0,239.578,0,12844,-2000
02-May-13,284.347,235.663,-48.684,102.588,13.711,116.299,95.712,10.864,12.788,0,235.663,0,12638,-2500
03-May-13,288.398,242.562,-45.836,105.712,8.464,114.176,99.162,16.075,13.149,0,242.562,0,12622,-1910
04-May-13,287.367,241.835,-45.532,103.774,9.37,113.144,87.778,16.291,24.622,0,241.835,0,12566,-2000
05-May-13,273.332,236.992,-36.34,101.616,8.372,109.988,101.305,12.747,12.952,0,236.992,0,11978,-1500
06-May-13,288.814,242.465,-46.349,103.684,10.149,113.833,103.391,12.612,12.629,0,242.465,0,12803,-2000
07-May-13,288.622,239.735,-48.887,103.033,10.473,113.506,99.628,14.486,12.115,0,239.735,0,12783,-2200
08-May-13,291.352,241.021,-50.331,107.117,8.162,115.279,99.177,13.456,13.109,0,241.021,0,12762,-2300
09-May-13,295.113,242.038,-53.075,108.7,9.828,118.528,98.23,12.069,13.211,0,242.038,0,13142,-2500
10-May-13,296.333,244.192,-52.141,107.239,9.245,116.484,98.969,14.965,13.774,0,244.192,0,13216,-2500
11-May-13,289.896,247.727,-42.169,104.188,7.956,112.144,103.551,17.056,14.976,0,247.727,0,13869,-2500
12-May-13,267.573,229.793,-37.78,92.064,7.295,99.359,103.071,12.234,15.129,0,229.793,0,12357,-2000
13-May-13,275.502,240.38,-35.122,100.225,5.446,105.671,109.441,11.796,13.472,0,240.38,0,12366,-1463
14-May-13,278.342,241.36,-36.982,98.516,6.072,104.588,110.232,12.04,14.5,0,241.36,0,12613,-1800
15-May-13,278.105,238.412,-39.693,99.524,7.569,107.093,105.405,11.161,14.753,0,238.412,0,12527,-1800
16-May-13,288.798,236.353,-52.445,94.631,8.871,103.502,107.319,11.402,14.13,0,236.353,0,12803,-2500
17-May-13,289.956,238.536,-51.42,98.433,8.365,106.798,107.067,11.741,12.93,0,238.536,0,12800,-2500
18-May-13,285.895,234.374,-51.521,94.511,8.046,102.557,107.539,10.754,13.524,0,234.374,0,12657,-2500
19-May-13,277.067,240.083,-36.984,95.636,6.824,102.46,111.708,11.887,14.028,0,240.083,0,12457,-2000
20-May-13,285.135,239.75,-45.385,88.705,6.803,95.508,115.283,13.985,14.974,0,239.75,0,12866,-2000
21-May-13,284.05,243.179,-40.871,90.251,7.104,97.355,115.286,16.958,13.58,0,243.179,0,13029,-2000
22-May-13,294.092,245.846,-48.246,90.92,7.622,98.542,115.642,16.805,14.857,0,245.846,0,12796,-2000
23-May-13,294.445,242.988,-51.457,88.572,7.631,96.203,116.856,14.85,15.079,0,242.988,0,13601,-2300
24-May-13,293.38,242.931,-50.449,95.553,6.449,102.002,110.356,14.995,15.578,0,242.931,0,13236,-2200
25-May-13,286.826,244.028,-42.798,103.302,7.072,110.374,108.262,10.195,15.197,0,244.028,0,12980,-2100
26-May-13,270.409,243.375,-27.034,102.957,6.8,109.757,108.453,10.516,14.649,0,243.375,0,12311,-1500
27-May-13,270.014,240.334,-29.68,97.795,4.247,102.042,111.792,11.385,15.115,0,240.334,0,12055,-1500
28-May-13,275.987,242.04,-33.947,98.851,5.934,104.785,110.401,11.802,15.052,0,242.04,0,11940,-1500
29-May-13,269.818,235.346,-34.472,99.021,5.437,104.458,104.616,12.252,14.02,0,235.346,0,11992,-1500
30-May-13,266.196,234.81,-31.386,98.106,4.979,103.085,105.458,12.846,13.421,0,234.81,0,11651,-1300
31-May-13,271.158,224.478,-46.68,91.96,9.883,101.843,97.832,14.374,10.429,0,224.478,0,12059,-2000
01-Jun-13,258.391,225.773,-32.618,95.732,6.941,102.673,97.625,14.42,11.055,0,225.773,0,11605,-1500
02-Jun-13,246.974,215.758,-31.216,98.2,4.019,102.219,89.776,11.619,12.144,0,215.758,0,10934,-1500
03-Jun-13,258.15,223.695,-34.455,99.599,6.131,105.73,93.164,12.127,12.674,0,223.695,0,11545,-1700
04-Jun-13,253.63,223.622,-30.008,96.396,5.351,101.747,95.832,12.509,13.534,0,223.622,0,11542,-1500
05-Jun-13,258.312,227.362,-30.95,98.921,7.604,106.525,93.403,14.17,13.264,0,227.362,0,11190,-1200
06-Jun-13,253.34,221.562,-31.778,96.727,5.266,101.993,94.069,13.113,12.387,0,221.562,0,11395,-1300
07-Jun-13,251.738,222.615,-29.123,94.697,5.89,100.587,96.444,12.803,12.781,0,222.615,0,11082,-1200
08-Jun-13,236.286,210.04,-26.246,85.866,4.516,90.382,93.436,12.707,13.515,0,210.04,0,10956,-1400
09-Jun-13,233.106,208.13,-24.976,82.345,3.741,86.086,94.588,12.687,14.769,0,208.13,0,10748,-1300
10-Jun-13,244.75,216.296,-28.454,81.014,7.395,88.409,101.53,11.781,14.576,0,216.296,0,11064,-1300
11-Jun-13,246.794,217.901,-28.893,87.039,5.665,92.704,98.555,12.287,14.355,0,217.901,0,11296,-1250
12-Jun-13,242.327,212.421,-29.906,85.788,3.196,88.984,94.373,12.114,16.95,0,212.421,0,10394,-1000
13-Jun-13,240.778,209.814,-30.964,80.396,3.011,83.407,106.278,10.885,9.244,0,209.814,0,10659,-1000
14-Jun-13,230.972,202.367,-28.605,75.196,3.562,78.758,92.486,12.546,18.577,0,202.367,0,10573,-1000
15-Jun-13,233.921,207.675,-26.246,80.896,5.025,85.921,89.93,13.403,18.421,0,207.675,0,10419,-1000
16-Jun-13,238.644,213.668,-24.976,84.655,4.585,89.24,95.308,12.014,17.106,0,213.668,0,10907,-1300
17-Jun-13,255.874,227.42,-28.454,87.332,5.397,92.729,101.279,16.081,17.331,0,227.42,0,11504,-1300
18-Jun-13,262.211,233.318,-28.893,86.434,6.309,92.743,103.494,19.507,17.574,0,233.318,0,12060,-1400
19-Jun-13,268.992,235.32,-33.672,87.291,7.043,94.334,106.85,18.2,15.936,0,235.32,0,12101,-1400
20-Jun-13,272.031,240.404,-31.627,89.378,5.446,94.824,108.083,19.205,18.292,0,240.404,0,11723,-1000
21-Jun-13,265.811,240.887,-24.924,90.077,4.763,94.84,108.582,18.591,18.874,0,240.887,0,11667,-1000
22-Jun-13,254.016,231.205,-22.811,83.862,6.803,90.665,105.796,17.887,16.857,0,231.205,0,11388,-1000
23-Jun-13,245.882,224.985,-20.897,78.53,7.056,85.586,104.817,17.009,17.573,0,224.985,0,11208,-1000
24-Jun-13,244.944,221.843,-23.101,75.828,4.02,79.848,106.588,17.576,17.831,0,221.843,0,11001,-1000
25-Jun-13,237.695,214.934,-22.761,70.737,5.335,76.072,103.747,17.881,17.234,0,214.934,0,10780,-1000
26-Jun-13,246.04,222.859,-23.181,75.087,7.05,82.137,106.111,18.072,16.539,0,222.859,0,10929,-1000
27-Jun-13,254.075,228.859,-25.216,77.214,8.067,85.281,109.335,17.704,16.539,0,228.859,0,11325,-1100
28-Jun-13,261.742,230.45,-31.292,77.708,7.925,85.633,119.75,17.552,7.515,0,230.45,0,11542,-1500
29-Jun-13,264.98,227.84,-37.14,76.501,7.524,84.025,120.521,15.472,7.822,0,227.84,0,11887,-2000
30-Jun-13,256.512,231.42,-25.092,80.286,5.236,85.522,114.655,14.298,16.945,0,231.42,0,11207,-1000
01-Jul-13,258.65,234.806,-23.844,82.037,8.632,90.669,108.777,15.099,20.261,0,234.806,0,11116,-1000
02-Jul-13,269.193,228.913,-40.28,80.407,8.882,89.289,114.141,16.87,8.613,0,228.913,0,11572,-1700
03-Jul-13,269.131,230.904,-38.227,79.613,8.387,88,118.512,15.764,8.628,0,230.904,0,11523,-1600
04-Jul-13,263.195,226.865,-36.33,80.164,8.457,88.621,108.304,11.277,18.663,0,226.865,0,11478,-1600
05-Jul-13,260.967,222.877,-38.09,80.711,9.1,89.811,103.676,12.767,16.623,0,222.877,0,11722,-1750
06-Jul-13,265.51,224.826,-40.684,81.96,8.511,90.471,114.978,13.017,6.36,0,224.826,0,11687,-1700
07-Jul-13,252.41,218.424,-33.986,79.323,8.406,87.729,112.202,12.165,6.328,0,218.424,0,11076,-1500
08-Jul-13,257.785,219.752,-38.033,76.239,8.068,84.307,105.167,12.677,17.601,0,219.752,0,11164,-1600
09-Jul-13,253.063,225.458,-27.605,74.084,6.796,80.88,114.618,12.401,17.559,0,225.458,0,10965,-1200
10-Jul-13,252.961,223.906,-29.055,71.39,7.501,78.891,125.88,12.775,6.36,0,223.906,0,10882,-1300
11-Jul-13,239.006,214.378,-24.628,69.675,4.179,73.854,119.158,14.513,6.853,0,214.378,0,10585,-1100
12-Jul-13,230.017,205.501,-24.516,69.27,5.942,75.212,108.987,13.969,7.333,0,205.501,0,10146,-1100
13-Jul-13,238.439,209.147,-29.292,65.97,6.489,72.459,103.36,13.936,19.392,0,209.147,0,10592,-1300
14-Jul-13,238.542,214.601,-23.941,66.633,5.666,72.299,123.117,12.036,7.149,0,214.601,0,10461,-1000
15-Jul-13,248.208,221.083,-27.125,73.201,6.562,79.763,120.543,12.801,7.976,0,221.083,0,10886,-1150
16-Jul-13,246.414,221.359,-25.055,74.108,3.988,78.096,112.234,12.762,18.267,0,221.359,0,10890,-1000
17-Jul-13,236.758,211.756,-25.002,72.155,4.102,76.257,114.848,12.307,8.344,0,211.756,0,10659,-1000
18-Jul-13,237.776,214.559,-23.217,68.943,4.332,73.275,119.251,11.59,10.443,0,214.559,0,10790,-1000
19-Jul-13,223.588,206.299,-17.289,66.167,4.029,70.196,113.751,12.926,9.426,0,206.299,0,10134,-800
20-Jul-13,224.201,207.248,-16.953,70.064,5.485,75.549,102.458,12.014,17.227,0,207.248,0,10260,-800
21-Jul-13,226.224,213.279,-12.945,71.945,7.59,79.535,103.054,11.633,19.057,0,213.279,0,10109,-550
22-Jul-13,224.8,209.923,-14.877,69.767,10.62,80.387,107.461,11.985,10.09,0,209.923,0,10716,-800
23-Jul-13,215.097,202.048,-13.049,68.447,9.659,78.106,100.656,12.831,10.455,0,202.048,0,9918,-500
24-Jul-13,226.911,213.694,-13.217,70.979,10.545,81.524,100.148,12.65,19.372,0,213.694,0,10446,-500
